transaction_id,sale_date,sale_time,store_name,product_name,category,quantity,unit_price,discount_percent,tax,amount,payment_mode,customer_type,employee_id,created_at
e996c44d-19f5-42d3-8bf8-74caedd54e59,2026-07-09,06:46:43,Mumbai,Apple Watch Series 10,Watch,1,50000,1,8910.0,58410.0,Apple Pay,New,1035,2026-07-09 05:20:17
08d40417-e0f9-463c-b8cc-0b8f095b051d,2026-07-09,18:58:53,Mumbai,Apple Pencil Pro,Accessory,8,12000,6,16243.2,106483.2,Credit Card,Corporate,1100,2026-07-09 10:09:48
cfce55df-ab44-4958-ac09-d0f9d4d5f030,2026-07-09,18:16:46,Mumbai,iPhone 16 Pro Max,iPhone,10,150000,14,232200.0,1522200.0,Apple Pay,New,1096,2026-07-09 07:15:33
eee23cf3-1dc2-46ac-9824-7da7faa8af22,2026-07-09,10:58:29,Mumbai,iPad Pro,iPad,6,110000,5,112860.0,739860.0,Apple Pay,Existing,1016,2026-07-09 11:58:32
ed6fc75f-eed1-44e1-9951-86380467c91f,2026-07-09,19:16:20,Mumbai,iPhone 15,iPhone,4,70000,7,46872.0,307272.0,Cash,Existing,1024,2026-07-09 22:42:45
c1a1fa9f-39bd-4325-a8c9-8a565d8959a4,2026-07-09,22:18:23,Mumbai,Apple TV,Accessory,3,18000,6,9136.8,59896.8,Cash,Corporate,1080,2026-07-09 02:20:51
a792cf3b-e206-45c1-a5ee-287bbaf02110,2026-07-09,16:52:51,Mumbai,Apple Watch Ultra,Watch,5,90000,4,77760.0,509760.0,Cash,Existing,1033,2026-07-09 23:22:49
3838fa16-bb49-4096-ac62-8fc5788fed12,2026-07-09,21:57:30,Mumbai,iPhone 16,iPhone,9,80000,3,125712.0,824112.0,Credit Card,Corporate,1099,2026-07-09 16:47:15
60d9b71f-4efe-41f8-9a65-21dae76f761a,2026-07-09,06:03:09,Mumbai,Apple Watch Ultra,Watch,5,90000,13,70470.0,461970.0,Cash,Existing,1005,2026-07-09 08:07:02
94f231c4-a4c2-4dd6-aefa-0719a6a5eb36,2026-07-09,23:11:55,Mumbai,HomePod,Accessory,10,30000,15,45900.0,300900.0,Apple Pay,New,1085,2026-07-09 13:53:34
636deb67-f73a-4b8b-8a34-4f1d4c771233,2026-07-09,17:12:19,Mumbai,MacBook Pro M4,Mac,1,220000,2,38808.0,254408.0,Cash,Existing,1026,2026-07-09 21:03:13
5ee4b33c-fc81-4207-8b29-dc0193166a31,2026-07-09,13:12:15,Mumbai,iPhone 16,iPhone,3,80000,4,41472.0,271872.0,Apple Pay,Existing,1075,2026-07-09 09:15:00
c677543f-dee8-42d3-b335-f51b9cf04c47,2026-07-09,13:29:05,Mumbai,AirPods Pro,Audio,7,25000,13,27405.0,179655.0,Debit Card,New,1081,2026-07-09 00:24:55
ab8c78e4-6d85-402a-9197-4e5e62a64839,2026-07-09,17:06:04,Mumbai,iPhone 16 Pro,iPhone,3,120000,15,55080.0,361080.0,Cash,New,1035,2026-07-09 13:35:46
6c98b061-d635-462d-b054-c6447f651355,2026-07-09,19:32:42,Mumbai,Apple Pencil Pro,Accessory,8,12000,0,17280.0,113280.0,Debit Card,Existing,1053,2026-07-09 10:08:55
d1201ebd-20ef-4eb6-b75b-c0e76a3b0c0c,2026-07-09,22:13:30,Mumbai,MacBook Air M4,Mac,6,125000,1,133650.0,876150.0,UPI,Corporate,1021,2026-07-09 11:51:35
70c1922a-48ca-4c5b-9866-cd331008843e,2026-07-09,23:25:33,Mumbai,AirPods 4,Audio,7,15000,11,16821.0,110271.0,Net Banking,Corporate,1073,2026-07-09 03:36:17
2349a936-56fe-4f12-8786-32f033c386d5,2026-07-09,19:00:50,Mumbai,Apple Watch Ultra,Watch,5,90000,4,77760.0,509760.0,Credit Card,New,1049,2026-07-09 19:01:31
432a649a-4c1b-4cf8-bb35-a10e1aa18533,2026-07-09,16:22:05,Mumbai,AirPods Pro,Audio,7,25000,3,30555.0,200305.0,Apple Pay,Existing,1064,2026-07-09 23:41:05
ff7811f5-64dc-4441-91cc-e621f8051a21,2026-07-09,04:10:21,Mumbai,Apple TV,Accessory,2,18000,5,6156.0,40356.0,Net Banking,New,1032,2026-07-09 19:23:51
00c7c6fb-051b-44f1-af99-038b45dc30d3,2026-07-09,06:17:20,Mumbai,Apple Pencil Pro,Accessory,2,12000,12,3801.6,24921.6,Credit Card,Existing,1021,2026-07-09 15:23:33
d8972d8a-8b3c-4c71-ad80-fcf5ea74f4f6,2026-07-09,01:16:29,Mumbai,MacBook Air M4,Mac,2,125000,14,38700.0,253700.0,UPI,Existing,1073,2026-07-09 13:12:56
8ba758ac-70f0-4ed3-ac01-ba1683f3de19,2026-07-09,12:35:44,Mumbai,AirPods 4,Audio,5,15000,3,13095.0,85845.0,Cash,New,1088,2026-07-09 06:06:15
ad87fe20-06ab-4c70-b753-2c5bfda51340,2026-07-09,02:13:13,Mumbai,iPad Pro,iPad,1,110000,13,17226.0,112926.0,Cash,Existing,1016,2026-07-09 20:07:39
10ee1af2-bd55-4001-b879-7fa33334aa31,2026-07-09,14:35:36,Mumbai,iPhone 16,iPhone,7,80000,2,98784.0,647584.0,Apple Pay,Corporate,1081,2026-07-09 11:13:07
9f046b9a-1dc3-4425-b93d-2a752759cdd0,2026-07-09,06:20:54,Mumbai,iPhone 16 Pro Max,iPhone,9,150000,12,213840.0,1401840.0,Net Banking,New,1072,2026-07-09 03:15:05
47f7f68e-03f0-4074-8a5d-43370025162d,2026-07-09,20:43:57,Mumbai,MacBook Pro M4,Mac,8,220000,10,285120.0,1869120.0,Cash,Existing,1051,2026-07-09 21:46:43
2a728171-df3f-4889-9165-72b72cfad1f0,2026-07-09,06:26:06,Mumbai,Apple Watch Series 10,Watch,1,50000,8,8280.0,54280.0,Credit Card,Existing,1096,2026-07-09 13:29:38
88d53613-b6d3-4696-ac37-9ea3e4054d0d,2026-07-09,01:30:59,Mumbai,MacBook Pro M4,Mac,7,220000,6,260568.0,1708168.0,Credit Card,New,1023,2026-07-09 16:27:20
52c18019-7f33-44a4-aa60-7c68de5c46b5,2026-07-09,17:34:34,Mumbai,MacBook Air M4,Mac,8,125000,0,180000.0,1180000.0,Net Banking,Existing,1038,2026-07-09 18:03:19
00f1459b-6409-4a74-9b8e-5c421c1878cd,2026-07-09,15:28:15,Mumbai,iPhone 15,iPhone,6,70000,3,73332.0,480732.0,Apple Pay,Corporate,1030,2026-07-09 19:18:01
55af0e56-316a-48fd-8c4a-f1ddba9f53d3,2026-07-09,12:14:36,Mumbai,iPad Pro,iPad,7,110000,0,138600.0,908600.0,Debit Card,Corporate,1097,2026-07-09 12:40:49
784bb144-00bf-4df6-a41e-a8d92fac18ca,2026-07-09,14:40:45,Mumbai,Apple Pencil Pro,Accessory,8,12000,9,15724.8,103084.8,UPI,Corporate,1007,2026-07-09 04:38:48
31df48f4-a6bf-496e-9222-aa204f45370d,2026-07-09,07:16:39,Mumbai,AirPods Pro,Audio,5,25000,8,20700.0,135700.0,Net Banking,Corporate,1096,2026-07-09 05:04:29
52000961-baaa-459e-bdad-405d3a099030,2026-07-09,00:14:48,Mumbai,MacBook Air M4,Mac,4,125000,9,81900.0,536900.0,Credit Card,Existing,1049,2026-07-09 07:04:27
d2c58beb-8875-4ebb-8699-65efaea862e0,2026-07-09,11:13:38,Mumbai,Apple Watch Ultra,Watch,3,90000,4,46656.0,305856.0,Debit Card,New,1001,2026-07-09 18:46:38
5b5e23db-9264-4add-b246-265f2b532801,2026-07-09,22:24:47,Mumbai,Apple Watch Ultra,Watch,9,90000,3,141426.0,927126.0,UPI,New,1088,2026-07-09 02:14:14
45c4cf70-a530-48be-b592-173eac482e3e,2026-07-09,14:26:14,Mumbai,AirPods 4,Audio,10,15000,12,23760.0,155760.0,Apple Pay,Corporate,1004,2026-07-09 02:15:48
2a46f850-62dc-4cd8-8e35-6c62d797ef9e,2026-07-09,15:18:40,Mumbai,HomePod,Accessory,6,30000,13,28188.0,184788.0,Debit Card,New,1049,2026-07-09 15:59:16
f6ad3600-48b3-4d4b-be90-aafbe86d83f6,2026-07-09,12:50:07,Mumbai,AirPods 4,Audio,5,15000,11,12015.0,78765.0,Debit Card,New,1045,2026-07-09 20:12:59
3d9af367-836f-45d7-9bbb-31b1febb8021,2026-07-09,06:24:18,Mumbai,iPhone 16,iPhone,9,80000,9,117936.0,773136.0,Cash,New,1053,2026-07-09 06:54:24
6978749a-31ad-4f4f-b83a-cf705938a49c,2026-07-09,23:06:39,Mumbai,AirPods Pro,Audio,7,25000,5,29925.0,196175.0,UPI,New,1055,2026-07-09 07:05:27
07dbde50-5b5c-4f6a-a017-8f3b25ebb62c,2026-07-09,21:57:14,Mumbai,iPhone 15,iPhone,9,70000,9,103194.0,676494.0,Debit Card,Existing,1017,2026-07-09 06:11:28
b2dcfd32-259a-4d15-ae20-4717ae1c131a,2026-07-09,14:11:10,Mumbai,Apple TV,Accessory,4,18000,0,12960.0,84960.0,Cash,New,1041,2026-07-09 05:38:54
a86ffbff-38dc-48fa-a0ec-cc1912ef3317,2026-07-09,17:04:30,Mumbai,iPhone 15,iPhone,4,70000,1,49896.0,327096.0,Net Banking,Corporate,1050,2026-07-09 20:43:57
0f1bfae4-e41f-4a5b-8b00-7d7e6247d490,2026-07-09,14:21:13,Mumbai,Apple Pencil Pro,Accessory,7,12000,4,14515.2,95155.2,Apple Pay,New,1042,2026-07-09 07:01:12
f32e2ead-4907-4b66-9aee-7aec670532f5,2026-07-09,04:47:51,Mumbai,MacBook Air M4,Mac,6,125000,2,132300.0,867300.0,Apple Pay,Existing,1060,2026-07-09 17:03:31
c3c7bf8f-ce61-4638-a760-cf68934c3790,2026-07-09,08:52:12,Mumbai,HomePod,Accessory,1,30000,6,5076.0,33276.0,Apple Pay,Corporate,1080,2026-07-09 05:08:40
f9ab9b74-6402-41d0-98ef-aa8621898696,2026-07-09,20:35:23,Mumbai,iPhone 16,iPhone,7,80000,5,95760.0,627760.0,UPI,Existing,1005,2026-07-09 15:01:33
4c03841d-5e59-48dd-8054-a7d5404d9a70,2026-07-09,22:55:47,Mumbai,iPad Air,iPad,2,60000,1,21384.0,140184.0,Credit Card,Corporate,1087,2026-07-09 20:33:38
e9227ab0-3c63-4ebf-b551-1dd02198065f,2026-07-09,02:01:45,Mumbai,AirPods Pro,Audio,3,25000,1,13365.0,87615.0,Credit Card,Existing,1083,2026-07-09 21:08:31
36f207ef-b7c6-46c8-acfe-25e3e2bc1e34,2026-07-09,06:45:49,Mumbai,MacBook Pro M4,Mac,5,220000,2,194040.0,1272040.0,Apple Pay,New,1034,2026-07-09 16:20:44
e4c13c46-c5a6-4397-aa59-99a3b5e253ac,2026-07-09,15:48:39,Mumbai,iPhone 16 Pro Max,iPhone,4,150000,3,104760.0,686760.0,Debit Card,Corporate,1081,2026-07-09 10:35:06
221ced60-dbc3-4ebd-8be5-4834e7c29eb7,2026-07-09,05:50:06,Mumbai,Apple TV,Accessory,5,18000,9,14742.0,96642.0,Cash,Corporate,1045,2026-07-09 06:49:58
98e4ba2c-0ca4-4dd4-96b4-f8e75672d7df,2026-07-09,04:35:58,Mumbai,Apple Watch Ultra,Watch,6,90000,13,84564.0,554364.0,Net Banking,Existing,1083,2026-07-09 08:28:09
8f0681b1-2b6b-4d14-bc23-b2178dbf0bb6,2026-07-09,15:17:57,Mumbai,iPhone 16 Pro,iPhone,1,120000,15,18360.0,120360.0,Cash,Corporate,1084,2026-07-09 10:02:02
81e9c913-7819-4606-84bb-086aeb0d0256,2026-07-09,12:42:54,Mumbai,iPhone 16,iPhone,10,80000,6,135360.0,887360.0,Credit Card,Existing,1028,2026-07-09 02:23:49
633f3567-b852-4409-aa6b-e0f7163f875b,2026-07-09,09:28:51,Mumbai,AirPods Pro,Audio,6,25000,10,24300.0,159300.0,Credit Card,New,1025,2026-07-09 04:14:12
5f7a8104-10d0-4ef8-bd7a-9eed5f50347d,2026-07-09,01:56:24,Mumbai,iPhone 15,iPhone,2,70000,14,21672.0,142072.0,Net Banking,Existing,1011,2026-07-09 04:46:27
50c57cd5-c2ac-40d9-9d59-71eb252537c8,2026-07-09,02:31:45,Mumbai,MacBook Pro M4,Mac,8,220000,4,304128.0,1993728.0,Debit Card,Existing,1074,2026-07-09 10:19:17
de12e25a-d66b-4e20-b9bb-b6def4282a52,2026-07-09,05:07:41,Mumbai,iPhone 16,iPhone,1,80000,0,14400.0,94400.0,UPI,Corporate,1022,2026-07-09 19:47:08
9e0a6049-9f62-4dd7-8d3b-be7f00c207f4,2026-07-09,10:15:48,Mumbai,Apple Pencil Pro,Accessory,3,12000,14,5572.8,36532.8,UPI,Existing,1064,2026-07-09 17:06:02
8fa7ffc5-077d-4cb5-ba4a-5e70d5a4b357,2026-07-09,18:29:36,Mumbai,AirPods 4,Audio,6,15000,15,13770.0,90270.0,UPI,Existing,1011,2026-07-09 20:00:55
f78867ae-796b-4d86-ace9-786009e2f7e7,2026-07-09,00:34:14,Mumbai,AirPods Pro,Audio,9,25000,6,38070.0,249570.0,Apple Pay,Corporate,1078,2026-07-09 07:14:53
b3bb83ff-aad6-4668-8f2e-568ac4ab8be6,2026-07-09,13:31:13,Mumbai,iPhone 16 Pro,iPhone,4,120000,2,84672.0,555072.0,Net Banking,Corporate,1036,2026-07-09 05:51:31
d031026d-f0e3-48fb-912d-286fdc7c56fd,2026-07-09,23:42:09,Mumbai,HomePod,Accessory,10,30000,8,49680.0,325680.0,Credit Card,Existing,1089,2026-07-09 11:47:16
33bb5811-1780-4c68-9285-a1aa9bfd0e0e,2026-07-09,04:28:15,Mumbai,AirPods Pro,Audio,4,25000,1,17820.0,116820.0,Debit Card,Corporate,1004,2026-07-09 00:21:06
33f96416-632d-4b8e-b217-fff7667e6610,2026-07-09,03:16:32,Mumbai,Apple Watch Series 10,Watch,9,50000,3,78570.0,515070.0,Net Banking,Corporate,1096,2026-07-09 10:46:51
6b7ffcdc-9b17-4e93-8de3-dec8446d020f,2026-07-09,18:14:42,Mumbai,iPhone 16 Pro Max,iPhone,5,150000,10,121500.0,796500.0,Cash,New,1090,2026-07-09 06:26:24
04a7c55b-430f-4e9a-b414-1c87362f19f3,2026-07-10,23:51:15,Pune,iPhone 16,iPhone,4,80000,9,52416.0,343616.0,UPI,Existing,1094,2026-07-10 20:53:50
34705f7c-c062-4118-9e34-032a836214fe,2026-07-10,20:59:40,Pune,iPhone 16,iPhone,5,80000,7,66960.0,438960.0,Credit Card,New,1045,2026-07-10 04:40:10
8cf383c4-4cad-4465-847d-d3255ca546ac,2026-07-10,04:57:07,Pune,Apple TV,Accessory,7,18000,13,19731.6,129351.6,Net Banking,Existing,1030,2026-07-10 11:26:35
c77980e0-1b01-4205-a316-a33f3168f9a9,2026-07-10,07:04:02,Pune,AirPods 4,Audio,2,15000,4,5184.0,33984.0,Debit Card,New,1064,2026-07-10 00:23:30
1c8fc41c-35d6-4365-86ec-38857949773f,2026-07-10,18:03:33,Pune,HomePod,Accessory,7,30000,3,36666.0,240366.0,Cash,New,1021,2026-07-10 17:58:53
066f9c65-8799-4da0-9295-4d941500ccc1,2026-07-10,16:31:48,Pune,AirPods Pro,Audio,8,25000,13,31320.0,205320.0,Net Banking,New,1072,2026-07-10 13:22:37
258ad63b-63b1-4b2b-8c80-9660b0d6520f,2026-07-10,06:08:07,Pune,Apple Watch Series 10,Watch,6,50000,2,52920.0,346920.0,Debit Card,Existing,1014,2026-07-10 06:38:37
0eb3299a-edc5-42ad-a72f-f2132cae0506,2026-07-10,19:45:50,Pune,AirPods 4,Audio,1,15000,12,2376.0,15576.0,Apple Pay,Corporate,1027,2026-07-10 16:18:25
88b96d32-6abc-4f8f-8fdf-8f58c634fd50,2026-07-10,01:27:18,Pune,AirPods Pro,Audio,7,25000,0,31500.0,206500.0,UPI,Corporate,1010,2026-07-10 16:54:56
e15de08d-69e7-40a1-baa4-541edcdd3df9,2026-07-10,00:13:14,Pune,MacBook Air M4,Mac,1,125000,3,21825.0,143075.0,UPI,New,1032,2026-07-10 14:17:20
9ffe0dae-8888-4b75-aedc-1d4bcac2234f,2026-07-10,23:33:11,Pune,MacBook Pro M4,Mac,10,220000,11,352440.0,2310440.0,Net Banking,New,1048,2026-07-10 23:43:32
13089204-b9ca-467b-8844-2f7a64c2344f,2026-07-10,11:35:20,Pune,MacBook Pro M4,Mac,1,220000,14,34056.0,223256.0,Cash,Existing,1077,2026-07-10 17:41:24
54056ae1-3528-4436-8855-e66e1cf62146,2026-07-10,06:55:27,Pune,iPhone 16,iPhone,7,80000,10,90720.0,594720.0,UPI,New,1084,2026-07-10 19:15:33
456ba828-3676-46f5-8a7f-b785981025f7,2026-07-10,00:51:19,Pune,iPad Air,iPad,9,60000,4,93312.0,611712.0,Cash,Corporate,1068,2026-07-10 15:25:35
e0bdf35f-89af-424f-a118-65f2ab393953,2026-07-10,03:03:59,Pune,AirPods Pro,Audio,9,25000,1,40095.0,262845.0,Cash,Existing,1021,2026-07-10 16:19:14
9f572735-1403-4e83-86f0-9f2fe4130986,2026-07-10,18:06:02,Pune,Apple Watch Ultra,Watch,1,90000,8,14904.0,97704.0,Debit Card,Existing,1035,2026-07-10 20:18:46
b4d1ca83-625d-4b17-bec0-d81806e3f1eb,2026-07-10,22:07:22,Pune,HomePod,Accessory,5,30000,15,22950.0,150450.0,Net Banking,Existing,1073,2026-07-10 17:57:39
dc3b54a3-5e95-46f5-be1e-344fe566df99,2026-07-10,18:50:45,Pune,Apple Watch Series 10,Watch,6,50000,12,47520.0,311520.0,UPI,New,1063,2026-07-10 00:25:30
3869f333-d0ab-41c1-b045-a59c3708efbe,2026-07-10,17:20:20,Pune,iPad Pro,iPad,8,110000,2,155232.0,1017632.0,Cash,Existing,1033,2026-07-10 01:03:03
25e83cdd-17aa-4bc4-9aad-fa5dacb9bb13,2026-07-10,20:03:39,Pune,iPhone 16 Pro Max,iPhone,7,150000,3,183330.0,1201830.0,Cash,Existing,1076,2026-07-10 13:54:02
f4f5e0fd-6d02-4fbe-8f86-0bf1f2d77006,2026-07-10,11:56:01,Pune,Apple TV,Accessory,8,18000,10,23328.0,152928.0,Apple Pay,New,1032,2026-07-10 01:23:04
af3b6a33-1044-4cdf-b9c8-8fbb8d9a92d6,2026-07-10,04:05:12,Pune,AirPods 4,Audio,6,15000,4,15552.0,101952.0,Debit Card,New,1056,2026-07-10 15:45:24
3f9bbce9-a03b-437b-8cba-d75f18e85524,2026-07-10,19:23:26,Pune,iPhone 16 Pro Max,iPhone,1,150000,12,23760.0,155760.0,Credit Card,Corporate,1006,2026-07-10 23:12:23
f31f87c8-7804-4b85-adf3-41dc6b7ee375,2026-07-10,04:49:59,Pune,HomePod,Accessory,1,30000,15,4590.0,30090.0,UPI,Corporate,1091,2026-07-10 17:05:40
56325218-2136-4450-a3dd-4b2309b15b59,2026-07-10,10:41:51,Pune,HomePod,Accessory,4,30000,8,19872.0,130272.0,Net Banking,Existing,1036,2026-07-10 00:05:06
183fd8e3-0605-401f-a060-d61d51ecedbe,2026-07-10,05:38:49,Pune,Apple Watch Ultra,Watch,10,90000,15,137700.0,902700.0,UPI,New,1005,2026-07-10 11:24:37
3219badc-a278-47e0-b69b-53d9caa5672c,2026-07-10,08:01:19,Pune,HomePod,Accessory,3,30000,14,13932.0,91332.0,Net Banking,Corporate,1096,2026-07-10 16:57:54
e26acdef-081b-49f6-ba32-b8b53f47f2f4,2026-07-10,15:23:01,Pune,Apple Pencil Pro,Accessory,5,12000,15,9180.0,60180.0,Net Banking,New,1047,2026-07-10 01:29:48
08f5f764-44f4-4179-a039-6ff65ba047e7,2026-07-10,17:16:14,Pune,iPhone 16 Pro Max,iPhone,10,150000,14,232200.0,1522200.0,Cash,Corporate,1008,2026-07-10 18:54:10
53defe6f-bcd5-4fec-894c-69aadf8e881d,2026-07-10,21:06:14,Pune,Apple Watch Series 10,Watch,3,50000,10,24300.0,159300.0,Apple Pay,Existing,1058,2026-07-10 19:17:21
c4c9c662-f0bd-4b2f-93ce-66199b2c17e0,2026-07-10,03:28:18,Pune,Apple Watch Series 10,Watch,1,50000,7,8370.0,54870.0,Debit Card,Existing,1034,2026-07-10 01:49:09
b8a88361-ea51-43e9-9e0f-446261ad4c40,2026-07-10,04:20:43,Pune,AirPods Pro,Audio,9,25000,0,40500.0,265500.0,Apple Pay,Corporate,1083,2026-07-10 23:22:37
4440e9c6-dbc8-4702-a087-6bb92a76290e,2026-07-10,20:08:22,Pune,MacBook Air M4,Mac,10,125000,7,209250.0,1371750.0,Net Banking,New,1015,2026-07-10 01:51:39
b62432a1-b180-45d8-bbf2-0bd736d35c99,2026-07-10,10:38:17,Pune,Apple Pencil Pro,Accessory,9,12000,10,17496.0,114696.0,Credit Card,Corporate,1041,2026-07-10 09:08:24
4b47f5cd-aa81-47b6-904c-1cd6907a04b8,2026-07-10,02:25:59,Pune,iPad Air,iPad,8,60000,6,81216.0,532416.0,Net Banking,Existing,1008,2026-07-10 10:10:14
7d3dca90-720f-49f0-917d-eacd8d1d7d46,2026-07-10,14:22:25,Pune,Apple Watch Series 10,Watch,7,50000,15,53550.0,351050.0,Apple Pay,Corporate,1081,2026-07-10 06:28:38
bfea4b75-b959-4d22-9046-e150418f0438,2026-07-10,15:11:58,Pune,Apple Watch Ultra,Watch,10,90000,5,153900.0,1008900.0,Credit Card,Existing,1079,2026-07-10 09:42:34
27f82962-3401-4882-8997-ff6ceb34ef13,2026-07-10,17:22:51,Pune,iPad Air,iPad,9,60000,4,93312.0,611712.0,Debit Card,Existing,1097,2026-07-10 08:41:48
e95afc9e-be1e-4a94-bd66-3166182fe035,2026-07-10,20:29:55,Pune,AirPods 4,Audio,7,15000,8,17388.0,113988.0,Credit Card,New,1024,2026-07-10 07:51:42
c2411ff2-4521-43da-9cf7-b2fc866dfdfc,2026-07-10,03:27:05,Pune,iPhone 16 Pro,iPhone,4,120000,10,77760.0,509760.0,UPI,Existing,1055,2026-07-10 02:07:29
40bb1b31-04c5-4e6e-b11c-18f0dc6aee2f,2026-07-10,16:07:04,Pune,AirPods Pro,Audio,4,25000,15,15300.0,100300.0,Debit Card,New,1064,2026-07-10 22:25:17
1efa9607-7fd6-41e8-9cab-571cce30678c,2026-07-10,02:47:34,Pune,AirPods Pro,Audio,2,25000,14,7740.0,50740.0,Apple Pay,Corporate,1041,2026-07-10 01:09:26
d333864c-6064-4b70-bd6e-c89ba58ef442,2026-07-10,12:47:09,Pune,Apple TV,Accessory,1,18000,9,2948.4,19328.4,Cash,New,1053,2026-07-10 09:06:18
d205b04f-6a73-475d-ac88-e6c0367e6189,2026-07-10,14:21:17,Pune,iPhone 15,iPhone,1,70000,10,11340.0,74340.0,Apple Pay,New,1034,2026-07-10 20:33:58
0288c324-b90e-4b9d-a688-95f94cc19e9c,2026-07-10,18:00:06,Pune,iPhone 16,iPhone,5,80000,7,66960.0,438960.0,Net Banking,Corporate,1077,2026-07-10 05:26:21
2c24173e-19bd-484f-ada9-d99e37cf5de0,2026-07-10,06:08:44,Pune,iPad Pro,iPad,9,110000,15,151470.0,992970.0,Credit Card,New,1072,2026-07-10 22:46:18
c88d17ce-c6fa-4803-b20b-aab4bc6ac5df,2026-07-10,03:47:43,Pune,iPhone 16 Pro,iPhone,3,120000,5,61560.0,403560.0,UPI,Existing,1062,2026-07-10 15:12:42
f13143af-5ade-49f1-892f-31615155ae28,2026-07-10,01:33:06,Pune,MacBook Air M4,Mac,8,125000,15,153000.0,1003000.0,Debit Card,Existing,1072,2026-07-10 09:11:12
aa10184a-8eb0-43ff-8fa6-ccebb1fe09f8,2026-07-10,01:27:35,Pune,iPad Pro,iPad,2,110000,5,37620.0,246620.0,UPI,New,1057,2026-07-10 00:28:09
64ab1968-940c-42f4-adb1-e24731ea3ca9,2026-07-10,22:35:43,Pune,iPad Pro,iPad,6,110000,2,116424.0,763224.0,Apple Pay,New,1030,2026-07-10 00:54:02
3f78c669-abe1-4142-af11-00d5f3c28502,2026-07-10,01:50:55,Pune,AirPods 4,Audio,2,15000,1,5346.0,35046.0,Cash,Existing,1084,2026-07-10 10:18:49
f2fcd081-213f-40b0-b37f-9153ec1a0d00,2026-07-10,08:50:32,Pune,iPhone 15,iPhone,5,70000,3,61110.0,400610.0,Debit Card,Corporate,1097,2026-07-10 15:11:28
06b442e9-8db4-4e44-b74a-447da6351741,2026-07-10,11:54:14,Pune,iPhone 16 Pro,iPhone,3,120000,6,60912.0,399312.0,Debit Card,Existing,1062,2026-07-10 17:58:44
0f5810f3-e0c4-4bf9-8f42-f0953a3ab2d0,2026-07-10,14:49:09,Pune,Apple TV,Accessory,8,18000,8,23846.4,156326.4,Debit Card,Corporate,1074,2026-07-10 11:54:50
521cc5d1-7a69-4419-9e35-581f844aa139,2026-07-10,06:41:29,Pune,Apple TV,Accessory,10,18000,6,30456.0,199656.0,Debit Card,New,1074,2026-07-10 01:09:12
25217d19-2ab9-4794-bc9c-0fb316ac194a,2026-07-10,23:50:49,Pune,Apple Pencil Pro,Accessory,8,12000,4,16588.8,108748.8,Net Banking,Existing,1079,2026-07-10 15:33:23
903b9ae7-25f8-4c31-be7c-aadbd5350f91,2026-07-10,21:57:38,Pune,iPad Pro,iPad,10,110000,15,168300.0,1103300.0,Net Banking,New,1071,2026-07-10 20:50:58
98cc49a7-fa46-448a-bcf8-c921471080dc,2026-07-10,14:38:23,Pune,Apple Watch Ultra,Watch,5,90000,12,71280.0,467280.0,Credit Card,New,1079,2026-07-10 12:23:27
e221d8b7-eba0-422a-9ca2-a251809f6111,2026-07-10,16:55:57,Pune,MacBook Air M4,Mac,3,125000,5,64125.0,420375.0,Apple Pay,New,1080,2026-07-10 13:27:30
c406850d-6813-45f3-ba40-4f83db81e535,2026-07-10,20:56:00,Pune,iPhone 16,iPhone,3,80000,4,41472.0,271872.0,Debit Card,New,1017,2026-07-10 19:57:21
2a8e92e5-026c-482c-954e-42762c07c942,2026-07-10,07:46:46,Pune,iPhone 16 Pro Max,iPhone,10,150000,4,259200.0,1699200.0,Net Banking,New,1020,2026-07-10 14:06:11
6c0a0bb8-ba02-4026-bda5-63cf1a6f858b,2026-07-10,02:44:33,Pune,iPhone 15,iPhone,10,70000,15,107100.0,702100.0,Net Banking,New,1078,2026-07-10 05:32:19
1a33aeae-463b-44ac-bc67-3bd04ea2a07c,2026-07-10,20:41:29,Pune,iPad Pro,iPad,9,110000,2,174636.0,1144836.0,Credit Card,Corporate,1083,2026-07-10 04:26:58
025ebdc1-ee0a-4f38-90cb-6ff31387ce7e,2026-07-10,10:21:23,Pune,Apple TV,Accessory,4,18000,8,11923.2,78163.2,Credit Card,New,1031,2026-07-10 11:26:48
a6b7984c-57f1-4f99-8dbc-d6c274e9c10f,2026-07-10,04:05:51,Pune,iPhone 16 Pro,iPhone,7,120000,7,140616.0,921816.0,UPI,Existing,1036,2026-07-10 16:58:11
77f24128-20c7-431d-b76d-a0ad682782fc,2026-07-10,15:10:17,Pune,iPad Pro,iPad,4,110000,6,74448.0,488048.0,UPI,New,1085,2026-07-10 19:19:30
18fd1f0d-f4fe-40de-a811-905f2f47df70,2026-07-10,10:32:09,Pune,iPhone 16,iPhone,6,80000,5,82080.0,538080.0,Debit Card,New,1006,2026-07-10 04:44:45
50406607-c850-4a03-a748-f0bec499fd26,2026-07-10,11:17:44,Pune,iPad Pro,iPad,9,110000,4,171072.0,1121472.0,UPI,New,1026,2026-07-10 03:38:38
d76235ff-8c7d-4d4f-8ab7-474bdf14ca8f,2026-07-10,02:08:18,Pune,AirPods Pro,Audio,8,25000,4,34560.0,226560.0,Apple Pay,Existing,1043,2026-07-10 11:22:03
